Date,Service,Agence,Departement,Agent,Montant,ClientID
2024-12-01,Achat Facture Courant,Kindia,Finance,Agent_049,30921,CLT_2683
2024-04-12,Transfert d'Argent,Kindia,Finance,Agent_044,32777,CLT_3272
2024-02-22,Paiement Mobile,Labé,Finance,Agent_024,33146,CLT_1282
2024-11-14,Achat Facture Courant,Nzérékoré,Finance,Agent_023,32101,CLT_9363
2024-08-08,Paiement Mobile,Labé,Support Client,Agent_036,48420,CLT_7874
2024-11-30,Paiement Mobile,Labé,Opérations,Agent_011,29968,CLT_3592
2024-08-02,Achat Facture Courant,Kindia,Marketing,Agent_021,14089,CLT_5436
2024-07-10,Transfert d'Argent,Nzérékoré,Opérations,Agent_014,41404,CLT_2581
2024-09-17,Wallet,Kankan,Opérations,Agent_029,7911,CLT_6731
2024-05-23,Achat Facture Courant,Conakry,Ventes,Agent_014,37299,CLT_2861
2024-11-06,Achat Facture Courant,Nzérékoré,Support Client,Agent_010,49538,CLT_1242
2024-09-19,Wallet,Kankan,Ventes,Agent_027,6511,CLT_6508
2024-03-01,Achat Facture Courant,Kankan,Finance,Agent_024,40430,CLT_5003
2024-10-09,Achat Facture Courant,Nzérékoré,Support Client,Agent_006,9139,CLT_4659
2024-04-23,Transfert d'Argent,Kindia,Marketing,Agent_019,5652,CLT_5931
2024-10-13,Wallet,Conakry,Support Client,Agent_015,21190,CLT_2057
2024-01-07,Achat Facture Courant,Kindia,Finance,Agent_022,2320,CLT_8849
2024-04-25,Wallet,Kankan,Finance,Agent_011,47436,CLT_7562
2024-12-01,Transfert d'Argent,Kankan,Support Client,Agent_037,22762,CLT_9796
2024-07-05,Paiement Mobile,Conakry,Marketing,Agent_032,3812,CLT_8537
2024-08-18,Transfert d'Argent,Kindia,Marketing,Agent_011,16987,CLT_1924
2024-03-31,Wallet,Kindia,Opérations,Agent_035,5462,CLT_1888
2024-11-12,Transfert d'Argent,Labé,Support Client,Agent_043,24410,CLT_9602
2024-07-01,Transfert d'Argent,Labé,Marketing,Agent_013,3613,CLT_8015
2024-10-03,Transfert d'Argent,Labé,Finance,Agent_003,1677,CLT_9087
2024-04-15,Transfert d'Argent,Kankan,Finance,Agent_046,49170,CLT_9986
2024-03-25,Paiement Mobile,Kindia,Opérations,Agent_003,43956,CLT_4866
2024-03-02,Achat Facture Courant,Kankan,Ventes,Agent_004,21495,CLT_7834
2024-11-25,Achat Facture Courant,Nzérékoré,Marketing,Agent_048,41748,CLT_6586
2024-09-17,Transfert d'Argent,Kindia,Support Client,Agent_024,35282,CLT_9608
2024-09-03,Paiement Mobile,Labé,Support Client,Agent_032,13567,CLT_5339
2024-06-11,Wallet,Labé,Opérations,Agent_024,30434,CLT_4392
2024-08-13,Achat Facture Courant,Labé,Support Client,Agent_017,6588,CLT_5802
2024-12-29,Achat Facture Courant,Conakry,Support Client,Agent_006,20901,CLT_5777
2024-04-03,Achat Facture Courant,Kindia,Opérations,Agent_043,19297,CLT_8335
2024-02-23,Paiement Mobile,Labé,Opérations,Agent_041,2510,CLT_4915
2024-06-30,Paiement Mobile,Nzérékoré,Marketing,Agent_016,34841,CLT_3192
2024-01-16,Paiement Mobile,Kindia,Support Client,Agent_036,9298,CLT_5314
2024-12-02,Paiement Mobile,Labé,Opérations,Agent_021,40491,CLT_7779
2024-01-30,Paiement Mobile,Conakry,Opérations,Agent_025,12828,CLT_8856
2024-05-12,Wallet,Kindia,Finance,Agent_030,47534,CLT_1878
2024-11-06,Transfert d'Argent,Labé,Finance,Agent_042,45356,CLT_5375
2024-07-17,Transfert d'Argent,Nzérékoré,Finance,Agent_004,36892,CLT_2753
2024-11-24,Wallet,Labé,Support Client,Agent_048,31311,CLT_9552
2024-12-29,Wallet,Kankan,Support Client,Agent_007,13276,CLT_5918
2024-04-08,Paiement Mobile,Conakry,Opérations,Agent_039,46388,CLT_2964
2024-08-09,Achat Facture Courant,Kindia,Marketing,Agent_028,49028,CLT_1243
2024-09-15,Paiement Mobile,Conakry,Opérations,Agent_022,28629,CLT_8701
2024-04-25,Paiement Mobile,Conakry,Marketing,Agent_024,21762,CLT_7544
2024-02-25,Wallet,Conakry,Support Client,Agent_010,25997,CLT_7992
2024-08-05,Transfert d'Argent,Kindia,Support Client,Agent_050,5570,CLT_3452
2024-02-05,Wallet,Kankan,Opérations,Agent_018,4340,CLT_4844
2024-05-07,Transfert d'Argent,Nzérékoré,Support Client,Agent_046,41919,CLT_9377
2024-10-07,Paiement Mobile,Kindia,Support Client,Agent_028,20403,CLT_5779
2024-07-04,Achat Facture Courant,Labé,Finance,Agent_045,38172,CLT_6937
2024-01-26,Transfert d'Argent,Kindia,Ventes,Agent_035,29724,CLT_9666
2024-06-22,Achat Facture Courant,Labé,Support Client,Agent_006,12571,CLT_5552
2024-11-26,Wallet,Conakry,Finance,Agent_043,7265,CLT_1158
2024-03-26,Wallet,Kankan,Opérations,Agent_005,18042,CLT_1677
2024-11-10,Transfert d'Argent,Kankan,Support Client,Agent_004,35356,CLT_5581
2024-04-16,Transfert d'Argent,Conakry,Support Client,Agent_015,9192,CLT_3184
2024-05-30,Achat Facture Courant,Kindia,Support Client,Agent_039,37539,CLT_9889
2024-03-05,Paiement Mobile,Kankan,Finance,Agent_005,41077,CLT_1685
2024-07-15,Transfert d'Argent,Labé,Finance,Agent_036,46326,CLT_2972
2024-07-17,Paiement Mobile,Labé,Finance,Agent_012,25787,CLT_5143
2024-08-18,Transfert d'Argent,Nzérékoré,Ventes,Agent_027,20363,CLT_4605
2024-04-08,Wallet,Conakry,Marketing,Agent_024,31343,CLT_7673
2024-04-14,Transfert d'Argent,Kindia,Finance,Agent_001,27228,CLT_8039
2024-01-26,Achat Facture Courant,Kankan,Support Client,Agent_021,9872,CLT_3612
2024-09-25,Achat Facture Courant,Kankan,Finance,Agent_018,25466,CLT_3546
2024-02-17,Transfert d'Argent,Kankan,Support Client,Agent_019,20664,CLT_1540
2024-06-24,Transfert d'Argent,Labé,Marketing,Agent_047,38947,CLT_9083
2024-08-16,Transfert d'Argent,Kindia,Finance,Agent_047,44339,CLT_3480
2024-07-06,Achat Facture Courant,Conakry,Marketing,Agent_011,10486,CLT_7900
2024-12-11,Transfert d'Argent,Nzérékoré,Finance,Agent_020,46793,CLT_4849
2024-08-29,Achat Facture Courant,Kankan,Finance,Agent_027,3465,CLT_5451
2024-07-08,Achat Facture Courant,Labé,Finance,Agent_016,49592,CLT_8948
2024-02-02,Wallet,Nzérékoré,Marketing,Agent_001,44819,CLT_9093
2024-11-30,Achat Facture Courant,Labé,Opérations,Agent_026,17656,CLT_5554
2024-11-03,Paiement Mobile,Nzérékoré,Ventes,Agent_049,37752,CLT_5890
2024-10-19,Wallet,Labé,Marketing,Agent_032,32915,CLT_1602
2024-08-11,Achat Facture Courant,Kindia,Support Client,Agent_025,47889,CLT_9447
2024-01-13,Achat Facture Courant,Labé,Opérations,Agent_013,9499,CLT_7131
2024-06-09,Transfert d'Argent,Conakry,Opérations,Agent_040,44094,CLT_6647
2024-05-09,Transfert d'Argent,Kindia,Opérations,Agent_001,17917,CLT_7510
2024-07-02,Paiement Mobile,Conakry,Opérations,Agent_024,27756,CLT_5836
2024-07-01,Transfert d'Argent,Kindia,Marketing,Agent_012,42609,CLT_1119
2024-06-09,Achat Facture Courant,Nzérékoré,Opérations,Agent_027,17134,CLT_4226
2024-11-25,Wallet,Conakry,Marketing,Agent_030,22762,CLT_4228
2024-01-14,Paiement Mobile,Labé,Ventes,Agent_010,6773,CLT_4834
2024-10-22,Achat Facture Courant,Kankan,Opérations,Agent_014,4907,CLT_9946
2024-06-12,Achat Facture Courant,Kankan,Support Client,Agent_038,33199,CLT_7168
2024-06-23,Achat Facture Courant,Conakry,Finance,Agent_016,18368,CLT_3661
2024-04-15,Wallet,Nzérékoré,Marketing,Agent_033,21580,CLT_1000
2024-12-16,Transfert d'Argent,Nzérékoré,Opérations,Agent_024,11701,CLT_5438
2024-05-02,Paiement Mobile,Labé,Opérations,Agent_032,22443,CLT_1560
2024-06-14,Wallet,Conakry,Ventes,Agent_049,27314,CLT_5953
2024-08-06,Wallet,Nzérékoré,Ventes,Agent_028,46721,CLT_3588
2024-07-31,Wallet,Kindia,Marketing,Agent_008,29327,CLT_3285
2024-06-07,Paiement Mobile,Kindia,Marketing,Agent_024,27563,CLT_8702
2024-07-07,Transfert d'Argent,Nzérékoré,Marketing,Agent_009,10092,CLT_2466
2024-07-28,Transfert d'Argent,Labé,Opérations,Agent_039,11903,CLT_7025
2024-02-07,Achat Facture Courant,Nzérékoré,Ventes,Agent_050,10540,CLT_5783
2024-09-17,Achat Facture Courant,Labé,Opérations,Agent_027,1134,CLT_4761
2024-03-07,Paiement Mobile,Nzérékoré,Support Client,Agent_039,46813,CLT_3796
2024-09-08,Paiement Mobile,Nzérékoré,Support Client,Agent_017,5406,CLT_4364
2024-04-22,Achat Facture Courant,Kankan,Marketing,Agent_001,47531,CLT_3440
2024-05-08,Transfert d'Argent,Labé,Support Client,Agent_029,40194,CLT_8906
2024-08-06,Transfert d'Argent,Labé,Ventes,Agent_031,18361,CLT_8793
2024-04-11,Paiement Mobile,Nzérékoré,Finance,Agent_007,49469,CLT_9651
2024-05-15,Paiement Mobile,Kindia,Support Client,Agent_018,36166,CLT_5112
2024-08-02,Transfert d'Argent,Kankan,Ventes,Agent_006,34547,CLT_3134
2024-07-07,Transfert d'Argent,Kankan,Marketing,Agent_003,21073,CLT_5955
2024-07-25,Paiement Mobile,Labé,Opérations,Agent_031,32268,CLT_4796
2024-05-12,Paiement Mobile,Labé,Ventes,Agent_017,26973,CLT_2446
2024-10-20,Wallet,Labé,Opérations,Agent_011,16477,CLT_2596
2024-08-18,Transfert d'Argent,Kankan,Ventes,Agent_011,12942,CLT_6755
2024-11-12,Achat Facture Courant,Nzérékoré,Opérations,Agent_011,44455,CLT_3974
2024-12-26,Transfert d'Argent,Conakry,Support Client,Agent_002,17214,CLT_9764
2024-11-29,Paiement Mobile,Conakry,Marketing,Agent_012,19617,CLT_6637
2024-10-26,Transfert d'Argent,Labé,Opérations,Agent_034,25060,CLT_3655
2024-10-08,Transfert d'Argent,Conakry,Opérations,Agent_035,48251,CLT_2630
2024-06-18,Transfert d'Argent,Conakry,Support Client,Agent_022,47113,CLT_9754
2024-04-29,Achat Facture Courant,Kindia,Opérations,Agent_026,28679,CLT_5731
2024-06-18,Transfert d'Argent,Kankan,Opérations,Agent_017,13101,CLT_5103
2024-08-12,Transfert d'Argent,Conakry,Opérations,Agent_007,9429,CLT_8906
2024-01-26,Transfert d'Argent,Kindia,Finance,Agent_047,30285,CLT_8035
2024-06-11,Wallet,Kindia,Ventes,Agent_024,26373,CLT_6173
2024-03-07,Achat Facture Courant,Labé,Marketing,Agent_050,24254,CLT_8213
2024-03-20,Transfert d'Argent,Nzérékoré,Ventes,Agent_015,1946,CLT_5030
2024-05-15,Wallet,Conakry,Ventes,Agent_044,26938,CLT_1554
2024-01-13,Wallet,Nzérékoré,Support Client,Agent_015,1948,CLT_9295
2024-05-09,Achat Facture Courant,Kankan,Marketing,Agent_005,15625,CLT_8369
2024-06-03,Transfert d'Argent,Kindia,Support Client,Agent_004,4271,CLT_8384
2024-02-16,Wallet,Nzérékoré,Support Client,Agent_027,20718,CLT_3198
2024-07-30,Achat Facture Courant,Conakry,Marketing,Agent_034,32260,CLT_9892
2024-06-20,Transfert d'Argent,Nzérékoré,Marketing,Agent_012,30584,CLT_1801
2024-09-12,Wallet,Kankan,Ventes,Agent_022,37105,CLT_6258
2024-12-13,Wallet,Nzérékoré,Ventes,Agent_031,41761,CLT_3792
2024-11-03,Paiement Mobile,Conakry,Marketing,Agent_030,22480,CLT_5856
2024-03-12,Paiement Mobile,Nzérékoré,Opérations,Agent_006,17463,CLT_5308
2024-11-22,Transfert d'Argent,Nzérékoré,Marketing,Agent_038,13188,CLT_3168
2024-06-22,Transfert d'Argent,Kankan,Marketing,Agent_010,43849,CLT_3040
2024-11-03,Wallet,Conakry,Opérations,Agent_012,45978,CLT_8318
2024-04-17,Paiement Mobile,Kankan,Finance,Agent_004,1844,CLT_6777
2024-05-05,Paiement Mobile,Kankan,Support Client,Agent_007,33983,CLT_5776
2024-03-14,Paiement Mobile,Labé,Finance,Agent_036,34884,CLT_8750
2024-09-25,Paiement Mobile,Nzérékoré,Opérations,Agent_025,43108,CLT_4176
2024-08-24,Paiement Mobile,Nzérékoré,Opérations,Agent_012,31200,CLT_4345
2024-12-06,Paiement Mobile,Kankan,Ventes,Agent_042,18211,CLT_6896
2024-06-28,Achat Facture Courant,Kankan,Finance,Agent_028,35036,CLT_5744
2024-02-25,Paiement Mobile,Labé,Support Client,Agent_025,32430,CLT_1019
2024-02-24,Wallet,Labé,Support Client,Agent_035,24241,CLT_5834
2024-05-08,Wallet,Nzérékoré,Finance,Agent_040,12755,CLT_3725
2024-09-03,Wallet,Kankan,Marketing,Agent_005,6226,CLT_3828
2024-08-19,Paiement Mobile,Nzérékoré,Ventes,Agent_048,7470,CLT_8077
2024-06-02,Achat Facture Courant,Labé,Opérations,Agent_044,48914,CLT_6612
2024-02-12,Transfert d'Argent,Conakry,Opérations,Agent_048,32748,CLT_9591
2024-03-23,Paiement Mobile,Kankan,Marketing,Agent_027,43810,CLT_1831
2024-12-26,Paiement Mobile,Kindia,Marketing,Agent_023,44531,CLT_9488
2024-04-14,Transfert d'Argent,Conakry,Opérations,Agent_047,20463,CLT_6278
2024-01-11,Paiement Mobile,Labé,Support Client,Agent_031,48258,CLT_1598
2024-11-07,Paiement Mobile,Kindia,Marketing,Agent_031,7671,CLT_7700
2024-06-03,Paiement Mobile,Kindia,Finance,Agent_049,49114,CLT_1043
2024-12-30,Paiement Mobile,Nzérékoré,Opérations,Agent_006,39152,CLT_6615
2024-11-09,Wallet,Labé,Support Client,Agent_030,48175,CLT_4284
2024-10-21,Transfert d'Argent,Nzérékoré,Ventes,Agent_048,39820,CLT_7454
2024-11-16,Transfert d'Argent,Labé,Ventes,Agent_022,18196,CLT_5999
2024-07-13,Achat Facture Courant,Conakry,Marketing,Agent_047,30716,CLT_3207
2024-08-19,Paiement Mobile,Nzérékoré,Support Client,Agent_041,22855,CLT_3227
2024-04-10,Transfert d'Argent,Nzérékoré,Opérations,Agent_011,48130,CLT_5380
2024-05-28,Paiement Mobile,Conakry,Finance,Agent_007,38989,CLT_9670
2024-03-31,Achat Facture Courant,Kindia,Finance,Agent_033,35318,CLT_8059
2024-08-17,Paiement Mobile,Conakry,Opérations,Agent_004,12447,CLT_1033
2024-10-22,Paiement Mobile,Kankan,Ventes,Agent_022,11381,CLT_2987
2024-05-15,Achat Facture Courant,Labé,Finance,Agent_026,12889,CLT_2547
2024-08-31,Achat Facture Courant,Kindia,Ventes,Agent_002,46056,CLT_6174
2024-08-07,Achat Facture Courant,Labé,Opérations,Agent_004,17721,CLT_8051
2024-11-01,Paiement Mobile,Kindia,Finance,Agent_040,3392,CLT_1976
2024-07-16,Wallet,Nzérékoré,Opérations,Agent_030,13744,CLT_2549
2024-08-25,Achat Facture Courant,Conakry,Opérations,Agent_046,48509,CLT_9351
2024-11-27,Transfert d'Argent,Conakry,Opérations,Agent_039,20318,CLT_3311
2024-08-23,Paiement Mobile,Conakry,Ventes,Agent_005,20500,CLT_5653
2024-06-12,Paiement Mobile,Conakry,Support Client,Agent_015,19835,CLT_8331
2024-09-12,Wallet,Kankan,Marketing,Agent_045,9963,CLT_6041
2024-03-28,Achat Facture Courant,Labé,Opérations,Agent_002,31253,CLT_4585
2024-05-08,Paiement Mobile,Conakry,Marketing,Agent_049,42301,CLT_6098
2024-11-21,Achat Facture Courant,Labé,Ventes,Agent_006,7992,CLT_1738
2024-06-25,Transfert d'Argent,Kindia,Finance,Agent_047,29706,CLT_7087
2024-05-14,Wallet,Kindia,Opérations,Agent_010,27718,CLT_5000
2024-08-07,Wallet,Conakry,Ventes,Agent_029,5302,CLT_2809
2024-12-03,Wallet,Nzérékoré,Opérations,Agent_019,5412,CLT_7513
2024-08-24,Paiement Mobile,Kankan,Opérations,Agent_024,38970,CLT_2555
2024-04-16,Paiement Mobile,Nzérékoré,Support Client,Agent_016,42290,CLT_5705
2024-08-19,Transfert d'Argent,Conakry,Finance,Agent_005,1746,CLT_3184
2024-09-23,Paiement Mobile,Conakry,Ventes,Agent_026,10210,CLT_8148
2024-02-25,Paiement Mobile,Kindia,Ventes,Agent_004,31285,CLT_7173
2024-01-07,Achat Facture Courant,Labé,Support Client,Agent_039,39297,CLT_8216
2024-11-20,Achat Facture Courant,Kindia,Finance,Agent_034,9313,CLT_1265
2024-01-28,Transfert d'Argent,Nzérékoré,Opérations,Agent_035,13723,CLT_2085
2024-02-21,Achat Facture Courant,Kankan,Finance,Agent_023,11346,CLT_6078
2024-02-04,Paiement Mobile,Kindia,Support Client,Agent_048,23393,CLT_6263
2024-04-01,Paiement Mobile,Kankan,Support Client,Agent_033,42607,CLT_3295
2024-02-22,Achat Facture Courant,Kindia,Finance,Agent_020,35315,CLT_9275
2024-04-03,Transfert d'Argent,Nzérékoré,Support Client,Agent_011,4853,CLT_5682
2024-05-07,Paiement Mobile,Kindia,Marketing,Agent_041,46054,CLT_2567
2024-07-30,Wallet,Kankan,Finance,Agent_010,23901,CLT_6135
2024-06-15,Achat Facture Courant,Kindia,Ventes,Agent_007,19103,CLT_9061
2024-09-01,Transfert d'Argent,Labé,Opérations,Agent_047,42553,CLT_7272
2024-10-15,Transfert d'Argent,Kindia,Support Client,Agent_008,38877,CLT_3448
2024-01-17,Paiement Mobile,Nzérékoré,Support Client,Agent_049,33851,CLT_3668
2024-04-21,Achat Facture Courant,Labé,Finance,Agent_017,46585,CLT_5414
2024-03-22,Transfert d'Argent,Nzérékoré,Support Client,Agent_015,37185,CLT_1248
2024-05-10,Transfert d'Argent,Labé,Ventes,Agent_043,35883,CLT_7581
2024-01-20,Transfert d'Argent,Nzérékoré,Finance,Agent_039,25871,CLT_3694
2024-12-17,Achat Facture Courant,Conakry,Finance,Agent_032,5650,CLT_9126
2024-10-18,Wallet,Conakry,Ventes,Agent_044,34857,CLT_9421
2024-08-08,Wallet,Kindia,Marketing,Agent_015,27374,CLT_5457
2024-06-12,Achat Facture Courant,Conakry,Finance,Agent_028,6961,CLT_7738
2024-09-29,Paiement Mobile,Nzérékoré,Support Client,Agent_047,34081,CLT_7633
2024-10-02,Paiement Mobile,Kankan,Opérations,Agent_024,13531,CLT_8940
2024-02-15,Paiement Mobile,Labé,Marketing,Agent_004,6654,CLT_2172
2024-05-29,Paiement Mobile,Kankan,Opérations,Agent_007,19613,CLT_3917
2024-01-14,Wallet,Kindia,Support Client,Agent_046,15349,CLT_2960
2024-03-13,Transfert d'Argent,Kindia,Opérations,Agent_005,38465,CLT_3390
2024-11-29,Achat Facture Courant,Nzérékoré,Marketing,Agent_047,38710,CLT_9354
2024-04-25,Transfert d'Argent,Labé,Finance,Agent_023,26257,CLT_9833
2024-06-05,Wallet,Labé,Ventes,Agent_041,25229,CLT_6591
2024-09-20,Transfert d'Argent,Kankan,Ventes,Agent_036,22639,CLT_1251
2024-07-23,Achat Facture Courant,Kindia,Finance,Agent_017,31513,CLT_6421
2024-10-25,Wallet,Nzérékoré,Finance,Agent_020,46967,CLT_9141
2024-09-15,Wallet,Kindia,Marketing,Agent_006,35003,CLT_2058
2024-05-26,Wallet,Labé,Support Client,Agent_008,22752,CLT_1056
2024-12-22,Paiement Mobile,Kindia,Finance,Agent_049,49364,CLT_7377
2024-08-10,Achat Facture Courant,Kindia,Opérations,Agent_030,10027,CLT_3536
2024-11-29,Achat Facture Courant,Labé,Finance,Agent_039,18755,CLT_4224
2024-12-04,Achat Facture Courant,Kindia,Ventes,Agent_022,30403,CLT_7898
2024-02-22,Wallet,Nzérékoré,Marketing,Agent_042,13682,CLT_5342
2024-10-17,Achat Facture Courant,Nzérékoré,Ventes,Agent_001,48876,CLT_2244
2024-06-02,Transfert d'Argent,Labé,Finance,Agent_013,11704,CLT_5514
2024-03-27,Transfert d'Argent,Nzérékoré,Finance,Agent_002,28987,CLT_6615
2024-09-01,Achat Facture Courant,Conakry,Ventes,Agent_048,25771,CLT_4096
2024-02-21,Wallet,Kindia,Ventes,Agent_039,12315,CLT_9231
2024-08-19,Achat Facture Courant,Conakry,Support Client,Agent_005,26363,CLT_5097
2024-04-15,Achat Facture Courant,Conakry,Opérations,Agent_044,23570,CLT_4560
2024-02-17,Wallet,Nzérékoré,Ventes,Agent_005,3249,CLT_3239
2024-04-16,Wallet,Kankan,Finance,Agent_019,15803,CLT_6185
2024-07-13,Achat Facture Courant,Kindia,Ventes,Agent_039,19968,CLT_2601
2024-11-30,Transfert d'Argent,Nzérékoré,Support Client,Agent_050,42074,CLT_3727
2024-04-28,Wallet,Nzérékoré,Marketing,Agent_005,30072,CLT_9165
2024-08-24,Paiement Mobile,Kankan,Opérations,Agent_031,35336,CLT_1741
2024-07-13,Wallet,Conakry,Marketing,Agent_010,2514,CLT_2411
2024-02-14,Achat Facture Courant,Kankan,Ventes,Agent_025,5808,CLT_9833
2024-06-02,Wallet,Kankan,Opérations,Agent_049,39226,CLT_3021
2024-04-26,Paiement Mobile,Conakry,Marketing,Agent_016,9862,CLT_3584
2024-11-30,Wallet,Kankan,Marketing,Agent_037,14672,CLT_6860
2024-07-17,Wallet,Kindia,Support Client,Agent_002,20865,CLT_6772
2024-01-13,Paiement Mobile,Conakry,Opérations,Agent_022,8897,CLT_3469
2024-01-14,Paiement Mobile,Kankan,Finance,Agent_037,22827,CLT_5380
2024-03-29,Paiement Mobile,Kankan,Opérations,Agent_016,41433,CLT_4649
2024-10-05,Achat Facture Courant,Kankan,Ventes,Agent_006,9273,CLT_6869
2024-11-05,Achat Facture Courant,Kindia,Marketing,Agent_001,34110,CLT_7940
2024-10-23,Paiement Mobile,Kindia,Support Client,Agent_045,33938,CLT_9769
2024-03-08,Achat Facture Courant,Kindia,Ventes,Agent_023,18285,CLT_6903
2024-09-14,Wallet,Kankan,Support Client,Agent_027,3066,CLT_9562
2024-11-19,Paiement Mobile,Conakry,Finance,Agent_025,30428,CLT_4321
2024-04-24,Paiement Mobile,Conakry,Ventes,Agent_014,47517,CLT_4841
2024-03-28,Transfert d'Argent,Labé,Ventes,Agent_012,38107,CLT_1238
2024-07-15,Paiement Mobile,Labé,Marketing,Agent_009,33358,CLT_8388
2024-10-28,Transfert d'Argent,Kindia,Marketing,Agent_028,14922,CLT_7456
2024-11-02,Achat Facture Courant,Kankan,Support Client,Agent_001,11019,CLT_7086
2024-08-04,Paiement Mobile,Conakry,Opérations,Agent_004,46267,CLT_9391
2024-06-26,Transfert d'Argent,Labé,Ventes,Agent_014,39318,CLT_5263
2024-10-13,Paiement Mobile,Conakry,Ventes,Agent_010,43875,CLT_7326
2024-01-16,Achat Facture Courant,Kankan,Finance,Agent_042,19541,CLT_1305
2024-01-06,Transfert d'Argent,Nzérékoré,Ventes,Agent_041,2208,CLT_2858
2024-05-23,Achat Facture Courant,Kankan,Opérations,Agent_024,30941,CLT_3127
2024-02-25,Transfert d'Argent,Nzérékoré,Ventes,Agent_004,43769,CLT_5387
2024-10-17,Wallet,Kankan,Opérations,Agent_021,18331,CLT_2348
2024-06-17,Wallet,Labé,Ventes,Agent_014,42620,CLT_4447
2024-08-13,Wallet,Conakry,Opérations,Agent_045,3142,CLT_5739
2024-12-04,Transfert d'Argent,Nzérékoré,Finance,Agent_018,16298,CLT_6450
2024-07-31,Wallet,Labé,Finance,Agent_025,6643,CLT_1942
2024-12-11,Transfert d'Argent,Nzérékoré,Marketing,Agent_027,21773,CLT_9715
2024-05-26,Paiement Mobile,Kindia,Finance,Agent_003,18494,CLT_8325
2024-07-04,Achat Facture Courant,Nzérékoré,Finance,Agent_037,39403,CLT_5664
2024-01-28,Achat Facture Courant,Nzérékoré,Finance,Agent_048,8675,CLT_9001
2024-06-06,Achat Facture Courant,Labé,Finance,Agent_041,16114,CLT_6140
2024-05-06,Transfert d'Argent,Kankan,Ventes,Agent_001,42397,CLT_1455
2024-04-21,Wallet,Kindia,Marketing,Agent_004,43578,CLT_2512
2024-05-10,Transfert d'Argent,Conakry,Ventes,Agent_024,39809,CLT_4600
2024-03-31,Paiement Mobile,Labé,Finance,Agent_009,25269,CLT_1260
2024-06-26,Wallet,Conakry,Support Client,Agent_045,30860,CLT_1334
2024-08-07,Achat Facture Courant,Conakry,Marketing,Agent_012,38958,CLT_4163
2024-12-26,Paiement Mobile,Nzérékoré,Finance,Agent_019,26972,CLT_9095
2024-10-12,Paiement Mobile,Conakry,Support Client,Agent_021,29242,CLT_9155
2024-12-17,Wallet,Labé,Finance,Agent_026,4773,CLT_7465
2024-09-06,Wallet,Kindia,Marketing,Agent_031,25860,CLT_6648
2024-10-27,Paiement Mobile,Kindia,Marketing,Agent_020,16037,CLT_4314
2024-04-15,Achat Facture Courant,Labé,Finance,Agent_006,44974,CLT_6340
2024-11-04,Transfert d'Argent,Kankan,Finance,Agent_022,1392,CLT_6471
2024-09-02,Wallet,Labé,Ventes,Agent_028,42930,CLT_5794
2024-08-30,Wallet,Kindia,Support Client,Agent_032,9079,CLT_6030
2024-09-13,Paiement Mobile,Kindia,Ventes,Agent_023,41177,CLT_5340
2024-01-20,Wallet,Kindia,Opérations,Agent_040,3119,CLT_4745
2024-06-26,Transfert d'Argent,Labé,Marketing,Agent_043,31985,CLT_4566
2024-10-01,Paiement Mobile,Kankan,Marketing,Agent_044,8775,CLT_2627
2024-05-23,Paiement Mobile,Labé,Ventes,Agent_025,2553,CLT_9857
2024-01-06,Wallet,Kankan,Marketing,Agent_043,32109,CLT_7477
2024-12-03,Achat Facture Courant,Nzérékoré,Ventes,Agent_038,34855,CLT_2293
2024-05-24,Paiement Mobile,Nzérékoré,Finance,Agent_009,21357,CLT_7661
2024-04-30,Wallet,Nzérékoré,Ventes,Agent_046,16181,CLT_2667
2024-10-16,Wallet,Nzérékoré,Ventes,Agent_042,46375,CLT_6776
2024-10-12,Transfert d'Argent,Nzérékoré,Ventes,Agent_046,19211,CLT_7285
2024-05-27,Achat Facture Courant,Kankan,Ventes,Agent_032,19456,CLT_7770
2024-04-03,Paiement Mobile,Conakry,Marketing,Agent_027,34453,CLT_5958
2024-06-21,Wallet,Kindia,Finance,Agent_028,34501,CLT_2496
2024-11-02,Wallet,Labé,Support Client,Agent_011,38403,CLT_2732
2024-07-18,Wallet,Kankan,Finance,Agent_039,42447,CLT_2441
2024-12-08,Paiement Mobile,Nzérékoré,Ventes,Agent_045,2391,CLT_8422
2024-11-11,Paiement Mobile,Nzérékoré,Finance,Agent_017,9669,CLT_5271
2024-08-26,Paiement Mobile,Conakry,Opérations,Agent_027,25152,CLT_6883
2024-04-08,Paiement Mobile,Nzérékoré,Opérations,Agent_038,7438,CLT_7174
2024-05-10,Achat Facture Courant,Labé,Marketing,Agent_048,21965,CLT_7698
2024-06-16,Paiement Mobile,Kindia,Opérations,Agent_003,41281,CLT_9269
2024-12-04,Paiement Mobile,Kankan,Finance,Agent_009,13876,CLT_8528
2024-09-06,Paiement Mobile,Kankan,Finance,Agent_038,9300,CLT_3412
2024-03-28,Wallet,Labé,Finance,Agent_045,30309,CLT_4813
2024-04-14,Paiement Mobile,Kankan,Opérations,Agent_026,17395,CLT_7609
2024-05-16,Transfert d'Argent,Kindia,Marketing,Agent_002,8303,CLT_1883
2024-02-12,Wallet,Kankan,Ventes,Agent_029,10771,CLT_9544
2024-01-02,Transfert d'Argent,Kankan,Opérations,Agent_023,37798,CLT_8492
2024-12-01,Achat Facture Courant,Nzérékoré,Opérations,Agent_040,37251,CLT_1573
2024-06-01,Transfert d'Argent,Labé,Marketing,Agent_033,35988,CLT_2439
